Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,RapNet Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report File name,Report 2 File name,Sarine Loupe,WebsiteLink,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
A6800196,M,Princess,96,L,SI97,VG,VG,G,None,,6.53 x 6.43 x 5.102,,,GIA,,,,,,,,173.8,164,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800197,M,Princess,97,L,SI98,VG,VG,G,None,,6.53 x 6.43 x 5.103,,,GIA,,,,,,,,174.8,165,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800198,M,Princess,98,L,SI99,VG,VG,G,None,,6.53 x 6.43 x 5.104,,,GIA,,,,,,,,175.8,166,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800199,M,Princess,99,L,SI100,VG,VG,G,None,,6.53 x 6.43 x 5.105,,,GIA,,,,,,,,176.8,167,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800200,M,Princess,100,L,SI101,VG,VG,G,None,,6.53 x 6.43 x 5.106,,,GIA,,,,,,,,177.8,168,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800201,M,Princess,101,L,SI102,VG,VG,G,None,,6.53 x 6.43 x 5.107,,,GIA,,,,,,,,178.8,169,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800202,M,Princess,102,L,SI103,VG,VG,G,None,,6.53 x 6.43 x 5.108,,,GIA,,,,,,,,179.8,170,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800203,M,Princess,103,L,SI104,VG,VG,G,None,,6.53 x 6.43 x 5.109,,,GIA,,,,,,,,180.8,171,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800204,M,Princess,104,L,SI105,VG,VG,G,None,,6.53 x 6.43 x 5.110,,,GIA,,,,,,,,181.8,172,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800205,M,Princess,105,L,SI106,VG,VG,G,None,,6.53 x 6.43 x 5.111,,,GIA,,,,,,,,182.8,173,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800206,M,Princess,106,L,SI107,VG,VG,G,None,,6.53 x 6.43 x 5.112,,,GIA,,,,,,,,183.8,174,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800207,M,Princess,107,L,SI108,VG,VG,G,None,,6.53 x 6.43 x 5.113,,,GIA,,,,,,,,184.8,175,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800208,M,Princess,108,L,SI109,VG,VG,G,None,,6.53 x 6.43 x 5.114,,,GIA,,,,,,,,185.8,176,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800209,M,Princess,109,L,SI110,VG,VG,G,None,,6.53 x 6.43 x 5.115,,,GIA,,,,,,,,186.8,177,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800210,M,Princess,110,L,SI111,VG,VG,G,None,,6.53 x 6.43 x 5.116,,,GIA,,,,,,,,187.8,178,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800211,M,Princess,111,L,SI112,VG,VG,G,None,,6.53 x 6.43 x 5.117,,,GIA,,,,,,,,188.8,179,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800212,M,Princess,112,L,SI113,VG,VG,G,None,,6.53 x 6.43 x 5.118,,,GIA,,,,,,,,189.8,180,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800213,M,Princess,113,L,SI114,VG,VG,G,None,,6.53 x 6.43 x 5.119,,,GIA,,,,,,,,190.8,181,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800214,M,Princess,114,L,SI115,VG,VG,G,None,,6.53 x 6.43 x 5.120,,,GIA,,,,,,,,191.8,182,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800215,M,Princess,115,L,SI116,VG,VG,G,None,,6.53 x 6.43 x 5.121,,,GIA,,,,,,,,192.8,183,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800216,M,Princess,116,L,SI117,VG,VG,G,None,,6.53 x 6.43 x 5.122,,,GIA,,,,,,,,193.8,184,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800217,M,Princess,117,L,SI118,VG,VG,G,None,,6.53 x 6.43 x 5.123,,,GIA,,,,,,,,194.8,185,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800218,M,Princess,118,L,SI119,VG,VG,G,None,,6.53 x 6.43 x 5.124,,,GIA,,,,,,,,195.8,186,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800219,M,Princess,119,L,SI120,VG,VG,G,None,,6.53 x 6.43 x 5.125,,,GIA,,,,,,,,196.8,187,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800220,M,Princess,120,L,SI121,VG,VG,G,None,,6.53 x 6.43 x 5.126,,,GIA,,,,,,,,197.8,188,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800221,M,Princess,121,L,SI122,VG,VG,G,None,,6.53 x 6.43 x 5.127,,,GIA,,,,,,,,198.8,189,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800222,M,Princess,122,L,SI123,VG,VG,G,None,,6.53 x 6.43 x 5.128,,,GIA,,,,,,,,199.8,190,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800223,M,Princess,123,L,SI124,VG,VG,G,None,,6.53 x 6.43 x 5.129,,,GIA,,,,,,,,200.8,191,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800224,M,Princess,124,L,SI125,VG,VG,G,None,,6.53 x 6.43 x 5.130,,,GIA,,,,,,,,201.8,192,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800225,M,Princess,125,L,SI126,VG,VG,G,None,,6.53 x 6.43 x 5.131,,,GIA,,,,,,,,202.8,193,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800226,M,Princess,126,L,SI127,VG,VG,G,None,,6.53 x 6.43 x 5.132,,,GIA,,,,,,,,203.8,194,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800227,M,Princess,127,L,SI128,VG,VG,G,None,,6.53 x 6.43 x 5.133,,,GIA,,,,,,,,204.8,195,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800228,M,Princess,128,L,SI129,VG,VG,G,None,,6.53 x 6.43 x 5.134,,,GIA,,,,,,,,205.8,196,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800229,M,Princess,129,L,SI130,VG,VG,G,None,,6.53 x 6.43 x 5.135,,,GIA,,,,,,,,206.8,197,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800230,M,Princess,130,L,SI131,VG,VG,G,None,,6.53 x 6.43 x 5.136,,,GIA,,,,,,,,207.8,198,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800231,M,Princess,131,L,SI132,VG,VG,G,None,,6.53 x 6.43 x 5.137,,,GIA,,,,,,,,208.8,199,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800232,M,Princess,132,L,SI133,VG,VG,G,None,,6.53 x 6.43 x 5.138,,,GIA,,,,,,,,209.8,200,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800233,M,Princess,133,L,SI134,VG,VG,G,None,,6.53 x 6.43 x 5.139,,,GIA,,,,,,,,210.8,201,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800234,M,Princess,134,L,SI135,VG,VG,G,None,,6.53 x 6.43 x 5.140,,,GIA,,,,,,,,211.8,202,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800235,M,Princess,135,L,SI136,VG,VG,G,None,,6.53 x 6.43 x 5.141,,,GIA,,,,,,,,212.8,203,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800236,M,Princess,136,L,SI137,VG,VG,G,None,,6.53 x 6.43 x 5.142,,,GIA,,,,,,,,213.8,204,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800237,M,Princess,137,L,SI138,VG,VG,G,None,,6.53 x 6.43 x 5.143,,,GIA,,,,,,,,214.8,205,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800238,M,Princess,138,L,SI139,VG,VG,G,None,,6.53 x 6.43 x 5.144,,,GIA,,,,,,,,215.8,206,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800239,M,Princess,139,L,SI140,VG,VG,G,None,,6.53 x 6.43 x 5.145,,,GIA,,,,,,,,216.8,207,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800240,M,Princess,140,L,SI141,VG,VG,G,None,,6.53 x 6.43 x 5.146,,,GIA,,,,,,,,217.8,208,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800241,M,Princess,141,L,SI142,VG,VG,G,None,,6.53 x 6.43 x 5.147,,,GIA,,,,,,,,218.8,209,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800242,M,Princess,142,L,SI143,VG,VG,G,None,,6.53 x 6.43 x 5.148,,,GIA,,,,,,,,219.8,210,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800243,M,Princess,143,L,SI144,VG,VG,G,None,,6.53 x 6.43 x 5.149,,,GIA,,,,,,,,220.8,211,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800244,M,Princess,144,L,SI145,VG,VG,G,None,,6.53 x 6.43 x 5.150,,,GIA,,,,,,,,221.8,212,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800245,M,Princess,145,L,SI146,VG,VG,G,None,,6.53 x 6.43 x 5.151,,,GIA,,,,,,,,222.8,213,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800246,M,Princess,146,L,SI147,VG,VG,G,None,,6.53 x 6.43 x 5.152,,,GIA,,,,,,,,223.8,214,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800247,M,Princess,147,L,SI148,VG,VG,G,None,,6.53 x 6.43 x 5.153,,,GIA,,,,,,,,224.8,215,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800248,M,Princess,148,L,SI149,VG,VG,G,None,,6.53 x 6.43 x 5.154,,,GIA,,,,,,,,225.8,216,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800249,M,Princess,149,L,SI150,VG,VG,G,None,,6.53 x 6.43 x 5.155,,,GIA,,,,,,,,226.8,217,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800250,M,Princess,150,L,SI151,VG,VG,G,None,,6.53 x 6.43 x 5.156,,,GIA,,,,,,,,227.8,218,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800251,M,Princess,151,L,SI152,VG,VG,G,None,,6.53 x 6.43 x 5.157,,,GIA,,,,,,,,228.8,219,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800252,M,Princess,152,L,SI153,VG,VG,G,None,,6.53 x 6.43 x 5.158,,,GIA,,,,,,,,229.8,220,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800253,M,Princess,153,L,SI154,VG,VG,G,None,,6.53 x 6.43 x 5.159,,,GIA,,,,,,,,230.8,221,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800254,M,Princess,154,L,SI155,VG,VG,G,None,,6.53 x 6.43 x 5.160,,,GIA,,,,,,,,231.8,222,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800255,M,Princess,155,L,SI156,VG,VG,G,None,,6.53 x 6.43 x 5.161,,,GIA,,,,,,,,232.8,223,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800256,M,Princess,156,L,SI157,VG,VG,G,None,,6.53 x 6.43 x 5.162,,,GIA,,,,,,,,233.8,224,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800257,M,Princess,157,L,SI158,VG,VG,G,None,,6.53 x 6.43 x 5.163,,,GIA,,,,,,,,234.8,225,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800258,M,Princess,158,L,SI159,VG,VG,G,None,,6.53 x 6.43 x 5.164,,,GIA,,,,,,,,235.8,226,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800259,M,Princess,159,L,SI160,VG,VG,G,None,,6.53 x 6.43 x 5.165,,,GIA,,,,,,,,236.8,227,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800260,M,Princess,160,L,SI161,VG,VG,G,None,,6.53 x 6.43 x 5.166,,,GIA,,,,,,,,237.8,228,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800261,M,Princess,161,L,SI162,VG,VG,G,None,,6.53 x 6.43 x 5.167,,,GIA,,,,,,,,238.8,229,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800262,M,Princess,162,L,SI163,VG,VG,G,None,,6.53 x 6.43 x 5.168,,,GIA,,,,,,,,239.8,230,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800263,M,Princess,163,L,SI164,VG,VG,G,None,,6.53 x 6.43 x 5.169,,,GIA,,,,,,,,240.8,231,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800264,M,Princess,164,L,SI165,VG,VG,G,None,,6.53 x 6.43 x 5.170,,,GIA,,,,,,,,241.8,232,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800265,M,Princess,165,L,SI166,VG,VG,G,None,,6.53 x 6.43 x 5.171,,,GIA,,,,,,,,242.8,233,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800266,M,Princess,166,L,SI167,VG,VG,G,None,,6.53 x 6.43 x 5.172,,,GIA,,,,,,,,243.8,234,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800267,M,Princess,167,L,SI168,VG,VG,G,None,,6.53 x 6.43 x 5.173,,,GIA,,,,,,,,244.8,235,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800268,M,Princess,168,L,SI169,VG,VG,G,None,,6.53 x 6.43 x 5.174,,,GIA,,,,,,,,245.8,236,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800269,M,Princess,169,L,SI170,VG,VG,G,None,,6.53 x 6.43 x 5.175,,,GIA,,,,,,,,246.8,237,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800270,M,Princess,170,L,SI171,VG,VG,G,None,,6.53 x 6.43 x 5.176,,,GIA,,,,,,,,247.8,238,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800271,M,Princess,171,L,SI172,VG,VG,G,None,,6.53 x 6.43 x 5.177,,,GIA,,,,,,,,248.8,239,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800272,M,Princess,172,L,SI173,VG,VG,G,None,,6.53 x 6.43 x 5.178,,,GIA,,,,,,,,249.8,240,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800273,M,Princess,173,L,SI174,VG,VG,G,None,,6.53 x 6.43 x 5.179,,,GIA,,,,,,,,250.8,241,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800274,M,Princess,174,L,SI175,VG,VG,G,None,,6.53 x 6.43 x 5.180,,,GIA,,,,,,,,251.8,242,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800275,M,Princess,175,L,SI176,VG,VG,G,None,,6.53 x 6.43 x 5.181,,,GIA,,,,,,,,252.8,243,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800276,M,Princess,176,L,SI177,VG,VG,G,None,,6.53 x 6.43 x 5.182,,,GIA,,,,,,,,253.8,244,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800277,M,Princess,177,L,SI178,VG,VG,G,None,,6.53 x 6.43 x 5.183,,,GIA,,,,,,,,254.8,245,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800278,M,Princess,178,L,SI179,VG,VG,G,None,,6.53 x 6.43 x 5.184,,,GIA,,,,,,,,255.8,246,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800279,M,Princess,179,L,SI180,VG,VG,G,None,,6.53 x 6.43 x 5.185,,,GIA,,,,,,,,256.8,247,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800280,M,Princess,180,L,SI181,VG,VG,G,None,,6.53 x 6.43 x 5.186,,,GIA,,,,,,,,257.8,248,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800281,M,Princess,181,L,SI182,VG,VG,G,None,,6.53 x 6.43 x 5.187,,,GIA,,,,,,,,258.8,249,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800282,M,Princess,182,L,SI183,VG,VG,G,None,,6.53 x 6.43 x 5.188,,,GIA,,,,,,,,259.8,250,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800283,M,Princess,183,L,SI184,VG,VG,G,None,,6.53 x 6.43 x 5.189,,,GIA,,,,,,,,260.8,251,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800284,M,Princess,184,L,SI185,VG,VG,G,None,,6.53 x 6.43 x 5.190,,,GIA,,,,,,,,261.8,252,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800285,M,Princess,185,L,SI186,VG,VG,G,None,,6.53 x 6.43 x 5.191,,,GIA,,,,,,,,262.8,253,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800286,M,Princess,186,L,SI187,VG,VG,G,None,,6.53 x 6.43 x 5.192,,,GIA,,,,,,,,263.8,254,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800287,M,Princess,187,L,SI188,VG,VG,G,None,,6.53 x 6.43 x 5.193,,,GIA,,,,,,,,264.8,255,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800288,M,Princess,188,L,SI189,VG,VG,G,None,,6.53 x 6.43 x 5.194,,,GIA,,,,,,,,265.8,256,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800289,M,Princess,189,L,SI190,VG,VG,G,None,,6.53 x 6.43 x 5.195,,,GIA,,,,,,,,266.8,257,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800290,M,Princess,190,L,SI191,VG,VG,G,None,,6.53 x 6.43 x 5.196,,,GIA,,,,,,,,267.8,258,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800291,M,Princess,191,L,SI192,VG,VG,G,None,,6.53 x 6.43 x 5.197,,,GIA,,,,,,,,268.8,259,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800292,M,Princess,192,L,SI193,VG,VG,G,None,,6.53 x 6.43 x 5.198,,,GIA,,,,,,,,269.8,260,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800293,M,Princess,193,L,SI194,VG,VG,G,None,,6.53 x 6.43 x 5.199,,,GIA,,,,,,,,270.8,261,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800294,M,Princess,194,L,SI195,VG,VG,G,None,,6.53 x 6.43 x 5.200,,,GIA,,,,,,,,271.8,262,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
